;global_id;date_placed;offer_dummy;sales;price;avg_price;promo_dummy;elasticity
0;0;0;0;481.7641334295554;29.752109390507318;35.45253370035623;1;2.8484424945598703
1;0;1;0;364.23693074233614;35.734720580960655;35.45253370035623;0;2.8484424945598703
2;0;2;0;379.12873502597955;36.00674582777414;35.45253370035623;0;2.8484424945598703
3;0;3;0;401.13884517536803;35.316357944448626;35.45253370035623;0;2.8484424945598703
4;0;4;0;358.22557524952447;36.66241216178759;35.45253370035623;0;2.8484424945598703
5;0;5;0;256.86089670052974;35.730060951067365;35.45253370035623;0;2.8484424945598703
6;0;6;0;616.580522897018;16.65854259009542;35.45253370035623;1;2.8484424945598703
7;0;7;0;579.7648868766306;29.713421203108606;35.45253370035623;1;2.8484424945598703
8;0;8;0;273.5407543292464;36.29134710692719;35.45253370035623;0;2.8484424945598703
9;0;9;0;725.4325011223211;25.144286601528528;35.45253370035623;1;2.8484424945598703
10;0;10;0;393.6938262741552;34.80187093192531;35.45253370035623;0;2.8484424945598703
11;0;11;0;243.6641973184032;36.2292036428255;35.45253370035623;0;2.8484424945598703
12;0;12;0;574.4336022678049;29.880646822222346;35.45253370035623;1;2.8484424945598703
13;0;13;0;832.2794259302827;21.792834847887104;35.45253370035623;1;2.8484424945598703
14;0;14;0;518.2604231973335;30.241835275588468;35.45253370035623;1;2.8484424945598703
15;0;15;0;482.05070150623794;32.77840766391542;35.45253370035623;0;2.8484424945598703
16;0;16;0;332.22992449007023;37.47781391042389;35.45253370035623;0;2.8484424945598703
17;0;17;0;441.357110182784;30.99341392164817;35.45253370035623;1;2.8484424945598703
18;0;18;0;501.58686722974824;32.16561963102475;35.45253370035623;0;2.8484424945598703
19;0;19;0;591.0803670079767;21.184585818413662;35.45253370035623;1;2.8484424945598703
20;0;20;0;985.1668607010517;16.997237199258734;35.45253370035623;1;2.8484424945598703
21;0;21;0;379.39663759359354;35.99834256739347;35.45253370035623;0;2.8484424945598703
22;0;22;0;413.1508653512243;33.02767448901407;35.45253370035623;0;2.8484424945598703
23;0;23;0;428.30740399662204;34.46416576138809;35.45253370035623;0;2.8484424945598703
24;0;24;0;284.61838540506733;37.817710726391795;35.45253370035623;0;2.8484424945598703
25;0;25;1;0.0;;35.45253370035623;0;2.8484424945598703
26;0;26;0;444.02527813763123;33.97114551819364;35.45253370035623;0;2.8484424945598703
27;0;27;0;402.01203911248973;35.28896859883016;35.45253370035623;0;2.8484424945598703
28;0;28;0;439.67495335509426;34.107601514915565;35.45253370035623;0;2.8484424945598703
29;0;29;0;341.28154223870854;34.15819588343719;35.45253370035623;0;2.8484424945598703
30;0;30;0;380.91821220211637;35.95061556075107;35.45253370035623;0;2.8484424945598703
31;0;31;0;626.1747342973919;26.872761350719987;35.45253370035623;1;2.8484424945598703
32;0;32;0;399.1265350962513;34.73389411658563;35.45253370035623;0;2.8484424945598703
33;0;33;0;299.62981778511624;36.454861828376416;35.45253370035623;0;2.8484424945598703
34;0;34;1;0.0;;35.45253370035623;0;2.8484424945598703
35;0;35;0;873.2549262015932;20.5075623659;35.45253370035623;1;2.8484424945598703
